fisier,pitch,nota
D3#_2.wav,155.2816901,D#3
D3#_3.wav,156.3829787,D#3
D3#_4.wav,156.3829787,D#3
D3#_5.wav,155.2816901,D#3
D3#_6.wav,156.3829787,D#3
D3#_7.wav,156.3829787,D#3
D3#_8.wav,155.2816901,D#3
D3#_9.wav,155.2816901,D#3
D3.wav,147,D3
D3_10.wav,147,D3
D3_2.wav,147,D3
D3_3.wav,147,D3
D3_4.wav,147,D3
D3_5.wav,147,D3
D3_6.wav,147,D3
D3_7.wav,147,D3
D3_8.wav,147,D3
D3_9.wav,147,D3
D4#.wav,310.5633803,D#4
D4#_10.wav,310.5633803,D#4
D4#_2.wav,103.5211268,G#2
D4#_3.wav,315,D#4
D4#_4.wav,310.5633803,D#4
D4#_5.wav,315,D#4
D4#_6.wav,310.5633803,D#4
D4#_7.wav,315,D#4
D4#_8.wav,310.5633803,D#4
D4#_9.wav,310.5633803,D#4
D4#_v1.wav,306.25,D#4
D4#_v2.wav,310.5633803,D#4
D4.wav,294,D4
D4_10.wav,294,D4
D4_2.wav,294,D4
D4_3.wav,294,D4
D4_4.wav,294,D4
D4_5.wav,294,D4
D4_6.wav,294,D4
D4_7.wav,294,D4
D4_8.wav,294,D4
D4_9.wav,294,D4
D4_v1.wav,302.0547945,D4
D4_v2.wav,290.1315789,D4
D5#.wav,630,D#5
D5#_10.wav,630,D#5
D5#_2.wav,630,D#5
D5#_3.wav,630,D#5
D5#_4.wav,630,D#5
D5#_5.wav,630,D#5
D5#_6.wav,630,D#5
D5#_7.wav,630,D#5
D5#_8.wav,630,D#5
D5#_9.wav,310.5633803,D#4
D5.wav,595.9459459,D5
D5_10.wav,595.9459459,D5
D5_2.wav,595.9459459,D5
D5_3.wav,595.9459459,D5
D5_4.wav,595.9459459,D5
D5_5.wav,595.9459459,D5
D5_6.wav,595.9459459,D5
D5_7.wav,595.9459459,D5
D5_8.wav,595.9459459,D5
D5_9.wav,294,D4
E3.wav,165.7894737,E3
E3_10.wav,165.7894737,E3
E3_2.wav,164.5522388,E3
E3_3.wav,165.7894737,E3
E3_4.wav,165.7894737,E3
E3_5.wav,165.7894737,E3
E3_6.wav,165.7894737,E3
E3_7.wav,165.7894737,E3
E3_8.wav,165.7894737,E3
E3_9.wav,164.5522388,E3
E4.wav,165.7894737,E3
E4_10.wav,329.1044776,E4
E4_2.wav,329.1044776,E4
E4_3.wav,329.1044776,E4
E4_4.wav,329.1044776,E4
E4_5.wav,165.7894737,E3
E4_6.wav,329.1044776,E4
E4_7.wav,165.7894737,E3
E4_8.wav,329.1044776,E4
E4_9.wav,329.1044776,E4
E4_v1.wav,324.2647059,E4
E4_v2.wav,324.2647059,E4
E5.wav,668.1818182,E5
E5_10.wav,668.1818182,E5
E5_2.wav,668.1818182,E5
E5_3.wav,668.1818182,E5
E5_4.wav,668.1818182,E5
E5_5.wav,668.1818182,E5
E5_6.wav,668.1818182,E5
E5_7.wav,668.1818182,E5
E5_8.wav,668.1818182,E5
E5_9.wav,668.1818182,E5
F3#.wav,185.2941176,F#3
F3#_10.wav,186.8644068,F#3
F3#_2.wav,92.64705882,F#2
F3#_3.wav,186.8644068,F#3
F3#_4.wav,186.8644068,F#3
F3#_5.wav,185.2941176,F#3
F3#_6.wav,186.8644068,F#3
F3#_7.wav,186.8644068,F#3
F3#_8.wav,185.2941176,F#3
F3#_9.wav,185.2941176,F#3
F3.wav,175,F3
F3_10.wav,175,F3
F3_2.wav,87.5,F2
F3_3.wav,175,F3
F3_4.wav,176.4,F3
F3_5.wav,175,F3
F3_6.wav,175,F3
F3_7.wav,175,F3
F3_8.wav,175,F3
F3_9.wav,175,F3
F4#.wav,373.7288136,F#4
F4#_10.wav,373.7288136,F#4
F4#_2.wav,123.1843575,B2
F4#_3.wav,373.7288136,F#4
F4#_4.wav,373.7288136,F#4
F4#_5.wav,373.7288136,F#4
F4#_6.wav,373.7288136,F#4
F4#_7.wav,373.7288136,F#4
F4#_8.wav,373.7288136,F#4
F4#_9.wav,185.2941176,F#3
F4#_v1.wav,361.4754098,F#4
F4#_v2.wav,367.5,F#4
F4.wav,350,F4
F4_10.wav,350,F4
F4_2.wav,350,F4
F4_3.wav,350,F4
F4_4.wav,350,F4
F4_5.wav,350,F4
F4_6.wav,350,F4
F4_7.wav,350,F4
F4_8.wav,350,F4
F4_9.wav,350,F4
F4_v1.wav,344.53125,F4
F4_v2.wav,339.2307692,E4
F5#.wav,735,F#5
F5#_10.wav,735,F#5
F5#_2.wav,735,F#5
F5#_3.wav,735,F#5
F5#_4.wav,735,F#5
F5#_5.wav,735,F#5
F5#_6.wav,735,F#5
F5#_7.wav,735,F#5
F5#_8.wav,735,F#5
F5#_9.wav,735,F#5
F5.wav,689.0625,F5
F5_10.wav,689.0625,F5
F5_2.wav,711.2903226,F5
F5_3.wav,711.2903226,F5
F5_4.wav,689.0625,F5
F5_5.wav,711.2903226,F5
F5_6.wav,689.0625,F5
F5_7.wav,711.2903226,F5
F5_8.wav,711.2903226,F5
F5_9.wav,350,F4
G3#.wav,208.0188679,G#3
G3#_10.wav,208.0188679,G#3
G3#_2.wav,208.0188679,G#3
G3#_3.wav,210,G#3
G3#_4.wav,210,G#3
G3#_5.wav,208.0188679,G#3
G3#_6.wav,210,G#3
G3#_7.wav,208.0188679,G#3
G3#_8.wav,208.0188679,G#3
G3#_9.wav,208.0188679,G#3
G3.wav,196.875,G3
G3_10.wav,196.875,G3
G3_2.wav,98,G2
G3_3.wav,196.875,G3
G3_4.wav,198.6486486,G3
G3_5.wav,196.875,G3
G3_6.wav,196.875,G3
G3_7.wav,196.875,G3
G3_8.wav,196.875,G3
G3_9.wav,196.875,G3
G4#.wav,416.0377358,G#4
G4#_10.wav,416.0377358,G#4
G4#_2.wav,416.0377358,G#4
G4#_3.wav,416.0377358,G#4
G4#_4.wav,416.0377358,G#4
G4#_5.wav,416.0377358,G#4
G4#_6.wav,416.0377358,G#4
G4#_7.wav,416.0377358,G#4
G4#_8.wav,416.0377358,G#4
G4#_9.wav,416.0377358,G#4
G4#_v1.wav,408.3333333,G#4
G4#_v2.wav,408.3333333,G#4
G4.wav,393.75,G4
G4_10.wav,393.75,G4
G4_2.wav,393.75,G4
G4_3.wav,393.75,G4
G4_4.wav,393.75,G4
G4_5.wav,393.75,G4
G4_6.wav,393.75,G4
G4_7.wav,393.75,G4
G4_8.wav,393.75,G4
G4_9.wav,393.75,G4
G4_v1.wav,386.8421053,G4
G4_v2.wav,386.8421053,G4
G5#.wav,816.6666667,G#5
G5#_10.wav,816.6666667,G#5
G5#_2.wav,848.0769231,G#5
G5#_3.wav,848.0769231,G#5
G5#_4.wav,816.6666667,G#5
G5#_5.wav,416.0377358,G#4
G5#_6.wav,416.0377358,G#4
G5#_7.wav,416.0377358,G#4
G5#_8.wav,416.0377358,G#4
G5#_9.wav,416.0377358,G#4
G5.wav,787.5,G5
G5_10.wav,787.5,G5
G5_2.wav,787.5,G5
G5_3.wav,787.5,G5
G5_4.wav,787.5,G5
G5_5.wav,787.5,G5
G5_6.wav,787.5,G5
G5_7.wav,787.5,G5
G5_8.wav,787.5,G5
G5_9.wav,787.5,G5
