fisier,pitch,nota
B4_7.wav,501.17891937376476,B4
B4_8.wav,245.03730775087558,B3
B4_9.wav,245.03187199167428,B3
B4_v1.wav,501.19074041193176,B4
B4_v2.wav,479.3940594806764,A#4
B5.wav,282.70045726298605,C#4
B5_10.wav,282.72125130935405,C#4
B5_2.wav,123.88317221752966,B2
B5_3.wav,1002.3353693181817,B5
B5_4.wav,324.30142063618933,E4
B5_5.wav,250.59655230978265,B3
B5_6.wav,324.2890647094174,E4
B5_7.wav,141.36086667574122,C#3
B5_8.wav,245.0355742703645,B3
B5_9.wav,282.72625657037804,C#4
C3#.wav,137.82211303710938,C#3
C3#_10.wav,137.81992524245686,C#3
C3#_2.wav,137.81757858564268,C#3
C3#_3.wav,137.81664100060095,C#3
C3#_4.wav,139.57042238045008,C#3
C3#_5.wav,137.83138877467104,C#3
C3#_6.wav,137.82766422755282,C#3
C3#_7.wav,137.8220279659845,C#3
C3#_8.wav,137.83590565557063,C#3
C3#_9.wav,137.84832336885884,C#3
C3.wav,131.25237358940973,C3
C3_10.wav,131.2567906663907,C3
C3_2.wav,131.25474717881946,C3
C3_3.wav,131.2549776243932,C3
C3_4.wav,131.26385663006755,C3
C3_5.wav,131.2646484375,C3
C3_6.wav,131.2655362215909,C3
C3_7.wav,131.26139322916666,C3
C3_8.wav,131.26250476371953,C3
C3_9.wav,129.72348868962547,C3
C4#.wav,282.70308102720446,C#4
C4#_10.wav,282.72125130935405,C#4
C4#_2.wav,275.63297526041663,C#4
C4#_3.wav,137.8190252130682,C#3
C4#_4.wav,275.6621262122845,C#4
C4#_5.wav,275.66487630208337,C#4
C4#_6.wav,275.6497508081896,C#4
C4#_7.wav,137.82371520996094,C#3
C4#_8.wav,275.6634521484375,C#4
C4#_9.wav,137.84024562109923,C#3
C4#_v1.wav,275.63615710006474,C#4
C4#_v2.wav,155.28941713577643,D#3
C4.wav,262.5050636574074,C4
C4_10.wav,262.5227726208033,C4
C4_2.wav,262.5076237221189,C4
C4_3.wav,262.5141433189655,C4
C4_4.wav,262.548828125,C4
C4_5.wav,262.53155048076917,C4
C4_6.wav,262.5235721982758,C4
C4_7.wav,262.5193469929245,C4
C4_8.wav,262.5277132601351,C4
C4_9.wav,262.54202016968145,C4
C4_v1.wav,262.5111455502717,C4
C4_v2.wav,268.91472440629013,C4
C5#.wav,551.2809830260792,C#5
C5#_10.wav,551.2900414033559,C#5
C5#_2.wav,551.2666924055231,C#5
C5#_3.wav,551.2805435505319,C#5
C5#_4.wav,551.337890625,C#5
C5#_5.wav,183.7702189700704,F#3
C5#_6.wav,551.3031684027778,C#5
C5#_7.wav,551.3037962330437,C#5
C5#_8.wav,183.77294866991386,F#3
C5#_9.wav,551.3248269309082,C#5
C5.wav,525.0116521661932,C5
C5_10.wav,525.0443150164599,C5
C5_2.wav,525.0191661799066,C5
C5_3.wav,525.0259592563291,C5
C5_4.wav,525.087267287234,C5
C5_5.wav,525.0707165948276,C5
C5_6.wav,525.0353582974137,C5
C5_7.wav,525.0630479164164,C5
C5_8.wav,525.0575216390928,C5
C5_9.wav,525.0682971250163,C5
C6.wav,1102.533514713035,C#6
C6_10.wav,424.07527043269226,G#4
C6_2.wav,689.104888195128,F5
C6_3.wav,1102.582820012019,C#6
C6_4.wav,1102.6459878177966,C#6
C6_5.wav,918.8716565148304,A#5
C6_6.wav,1102.5887967139176,C#6
C6_7.wav,1102.679443359375,C#6
C6_8.wav,1102.6349944900207,C#6
C6_9.wav,1102.611060743427,C#6
D3#.wav,157.50478781614785,D#3
D3#_10.wav,157.50974206717387,D#3
D3#_2.wav,155.28594676612306,D#3
D3#_3.wav,157.50546874999998,D#3
D3#_4.wav,155.29630626378756,D#3
D3#_5.wav,155.2978653169014,D#3
D3#_6.wav,155.2978653169014,D#3
D3#_7.wav,157.5123046875,D#3
D3#_8.wav,155.3012568860745,D#3
D3#_9.wav,155.30533589844225,D#3
D3.wav,147.00251299234137,D3
D3_10.wav,147.00909259602898,D3
D3_2.wav,147.00510416666665,D3
D3_3.wav,147.00510416666665,D3
D3_4.wav,147.01417824074073,D3
D3_5.wav,147.01511101973682,D3
D3_6.wav,147.01511101973682,D3
D3_7.wav,147.00957031249996,D3
D3_8.wav,147.0234375,D3
D3_9.wav,147.02353129502163,D3
D4#.wav,315.0132308467742,D#4
D4#_10.wav,315.0255536626917,D#4
D4#_2.wav,306.2583656577797,D#4
D4#_3.wav,315.0124920685279,D#4
D4#_4.wav,315.0367304104478,D#4
D4#_5.wav,315.0390625,D#4
D4#_6.wav,315.02964984939763,D#4
D4#_7.wav,315.0201716188525,D#4
D4#_8.wav,315.04796710826855,D#4
D4#_9.wav,155.29785353109602,D#3
D4#_v1.wav,306.26293285472974,D#4
D4#_v2.wav,155.2930278810715,D#3
D4.wav,297.97977973862015,D4
D4_10.wav,297.99623938766604,D4
D4_2.wav,290.141476995231,D4
D4_3.wav,297.98528997747746,D4
D4_4.wav,298.012429139945,D4
D4_5.wav,298.00576049200606,D4
D4_6.wav,290.1639597039474,D4
D4_7.wav,297.9920542340497,D4
D4_8.wav,298.00576049200606,D4
D4_9.wav,147.0166912683093,D3
D4_v1.wav,297.99021677927925,D4
D4_v2.wav,290.1556922767357,D4
D5#.wav,612.5339372783689,D#5
D5#_10.wav,612.5579634711838,D#5
D5#_2.wav,306.259765625,D#4
D5#_3.wav,612.5297214673914,D#5
D5#_4.wav,612.6040251358695,D#5
D5#_5.wav,208.04550968527684,G#3
D5#_6.wav,612.549331507732,D#5
D5#_7.wav,208.04126685506822,G#3
D5#_8.wav,208.04242078547992,G#3
D5#_9.wav,123.89100051235,B2
D5.wav,580.2763361096235,D5
D5_10.wav,580.3146727347488,D5
D5_2.wav,147.0062756147541,D3
D5_3.wav,580.2854894509982,D5
D5_4.wav,580.3413183416516,D5
D5_5.wav,612.5693500905797,D#5
D5_6.wav,612.5435014204545,D#5
D5_7.wav,612.5490510130536,D#5
D5_8.wav,298.0080823134906,D4
D5_9.wav,147.0191231950046,D3
E3.wav,164.55761773637047,E3
E3_10.wav,164.56322653559127,E3
E3_2.wav,164.55732008804787,E3
E3_3.wav,164.55752919430623,E3
E3_4.wav,164.57331363163692,E3
E3_5.wav,164.571426333816,E3
E3_6.wav,164.56718722882678,E3
E3_7.wav,164.56382046692215,E3
E3_8.wav,164.57440370882654,E3
E3_9.wav,164.5779220022876,E3
E4.wav,324.2719855318205,E4
E4_10.wav,324.33964572655964,E4
E4_2.wav,334.10122563330935,E4
E4_3.wav,334.1060840050211,E4
E4_4.wav,324.2750459558823,E4
E4_5.wav,334.1336973733234,E4
E4_6.wav,324.2994088688557,E4
E4_7.wav,334.1248063016529,E4
E4_8.wav,334.1157541053429,E4
E4_9.wav,324.3008678881389,E4
E4_v1.wav,324.2828010110294,E4
E4_v2.wav,324.2819393382353,E4
E5.wav,324.2720276107192,E4
E5_10.wav,324.29903050454857,E4
E5_2.wav,220.50931165540538,A3
E5_3.wav,220.51459878177965,A3
E5_4.wav,324.2984588443476,E4
E5_5.wav,220.524609375,A3
E5_6.wav,324.28773604612303,E4
E5_7.wav,131.2643804097732,C3
E5_8.wav,220.5299307723633,A3
E5_9.wav,648.5889809216604,E5
F3#.wav,186.8695836526325,F#3
F3#_10.wav,183.76304394122238,F#3
F3#_2.wav,183.75516383767985,F#3
F3#_3.wav,183.7570369944853,F#3
F3#_4.wav,186.89286184388814,F#3
F3#_5.wav,186.89095001926043,F#3
F3#_6.wav,186.88288625026814,F#3
F3#_7.wav,183.76407398897058,F#3
F3#_8.wav,186.88440511086603,F#3
F3#_9.wav,183.78186232009713,F#3
F3.wav,175.00303819444443,F3
F3_10.wav,175.01395089285714,F3
F3_2.wav,175.0049715909091,F3
F3_3.wav,175.00723379629628,F3
F3_4.wav,175.02398574561403,F3
F3_5.wav,175.01953125,F3
F3_6.wav,175.02205141129033,F3
F3_7.wav,175.01242897727272,F3
F3_8.wav,175.01981431159422,F3
F3_9.wav,175.02801344645434,F3
F4#.wav,367.51669240552326,F#4
F4#_10.wav,367.5337558556076,F#4
F4#_2.wav,367.5115769909274,F#4
F4#_3.wav,367.51367187499994,F#4
F4#_4.wav,367.5552133413461,F#4
F4#_5.wav,367.5531684027778,F#4
F4#_6.wav,367.5341796875,F#4
F4#_7.wav,183.76479945231958,F#3
F4#_8.wav,183.77708579009433,F#3
F4#_9.wav,183.77494231030272,F#3
F4#_v1.wav,367.529296875,F#4
F4#_v2.wav,367.52608788244476,F#4
F4.wav,175.00391744269342,F3
F4_10.wav,175.01457483134837,F3
F4_2.wav,175.00391744269342,F3
F4_3.wav,355.66059727822574,F4
F4_4.wav,344.58301250751197,F4
F4_5.wav,344.5746637159778,F4
F4_6.wav,175.01502403846152,F3
F4_7.wav,344.5638544525409,F4
F4_8.wav,344.5780168318176,F4
F4_9.wav,175.02874979464434,F3
F4_v1.wav,344.55118815104163,F4
F4_v2.wav,344.550205284441,F4
F5#.wav,735.0319010416665,F#5
F5#_10.wav,735.0805302947299,F#5
F5#_2.wav,735.0255208333331,F#5
F5#_3.wav,735.0363429588607,F#5
F5#_4.wav,735.0797526041666,F#5
F5#_5.wav,250.60377388946281,B3
F5#_6.wav,735.0552133413461,F#5
F5#_7.wav,735.0695561654206,F#5
F5#_8.wav,245.03187199167428,B3
F5#_9.wav,735.0956159750228,F#5
F5.wav,344.5395065962902,F4
F5_10.wav,344.5624377659093,F4
F5_2.wav,689.0915989231419,F5
F5_3.wav,689.0930869362571,F5
F5_4.wav,344.5714238864272,F4
F5_5.wav,355.68033189567166,F4
F5_6.wav,344.5554991026182,F4
F5_7.wav,344.5683482287067,F4
F5_8.wav,344.5683482287067,F4
F5_9.wav,344.5648726456524,F4
G3#.wav,208.02632272914144,G#3
G3#_10.wav,208.03619272405564,G#3
G3#_2.wav,208.05705754595743,G#3
G3#_3.wav,208.02671887817883,G#3
G3#_4.wav,212.04471384985203,G#3
G3#_5.wav,208.04242078547992,G#3
G3#_6.wav,208.04082937595615,G#3
G3#_7.wav,208.03391558569183,G#3
G3#_8.wav,208.03943941067587,G#3
G3#_9.wav,208.05705754595743,G#3
G3.wav,196.87838785448787,G3
G3_10.wav,196.89161813117246,G3
G3_2.wav,196.8813036308914,G3
G3_3.wav,196.88257677801727,G3
G3_4.wav,196.8955078125,G3
G3_5.wav,196.8960696703767,G3
G3_6.wav,196.8939887152778,G3
G3_7.wav,196.88730468749998,G3
G3_8.wav,196.8994140625,G3
G3_9.wav,193.45459191589168,G3
G4#.wav,408.35076559653913,G#4
G4#_10.wav,408.37655693165374,G#4
G4#_2.wav,208.0521669269174,G#3
G4#_3.wav,408.3550347222223,G#4
G4#_4.wav,208.0585056661298,G#3
G4#_5.wav,424.09104567307696,G#4
G4#_6.wav,208.03229889482301,G#3
G4#_7.wav,408.36521693865336,G#4
G4#_8.wav,408.3814461333019,G#4
G4#_9.wav,208.0521669269174,G#3
G4#_v1.wav,408.3631473909658,G#4
G4#_v2.wav,408.36656358506946,G#4
G4.wav,393.7589164402174,G4
G4_10.wav,393.7856431610392,G4
G4_2.wav,393.76373291015625,G4
G4_3.wav,393.766105611911,G4
G4_4.wav,393.8091571514422,G4
G4_5.wav,393.81152343750006,G4
G4_6.wav,393.7733043323864,G4
G4_7.wav,393.7923979756648,G4
G4_8.wav,393.7980651855469,G4
G4_9.wav,393.79821231786457,G4
G4_v1.wav,393.7841796875,G4
G4_v2.wav,393.77435516793474,G4
G5#.wav,408.35352386603375,G#4
G5#_10.wav,408.37514078017807,G#4
G5#_2.wav,104.01302942112623,G#2
G5#_3.wav,208.02963049012868,G#3
G5#_4.wav,408.3893000730993,G#4
G5#_5.wav,408.3824118589743,G#4
G5#_6.wav,408.364608864379,G#4
G5#_7.wav,408.3719756474559,G#4
G5#_8.wav,408.3887606895616,G#4
G5#_9.wav,208.04165951737636,G#3
G5.wav,787.5215871710527,G5
G5_10.wav,787.5894175087998,G5
G5_2.wav,787.5349564985796,G5
G5_3.wav,787.5372869318181,G5
G5_4.wav,787.6060748922414,G5
G5_5.wav,787.6118607954546,G5
G5_6.wav,787.5691274578652,G5
G5_7.wav,787.5894175087998,G5
G5_8.wav,787.6260605090444,G5
G5_9.wav,393.7931412293196,G4
