fisier,pitch,nota
G4_5.wav,393.8115234,G4
G4_6.wav,393.7733043,G4
G4_7.wav,393.792398,G4
G4_8.wav,393.7980652,G4
G4_9.wav,393.7982123,G4
G4_v2.wav,393.7743552,G4
G5#_10.wav,408.3751408,G#4
G5#_5.wav,408.3824119,G#4
G5#_6.wav,408.3646089,G#4
G5#_7.wav,408.3719756,G#4
G5#_8.wav,408.3887607,G#4
G5#_9.wav,208.0416595,G#3
G5_10.wav,787.5894175,G5
G5_5.wav,787.6118608,G5
G5_6.wav,787.5691275,G5
G5_7.wav,787.5894175,G5
G5_8.wav,787.6260605,G5
G5_9.wav,393.7931412,G4
